Rank,Equivalence,5_6_poker,5_7_poker,5_8_poker,hand,classification,Description,product
4310,384,4572,17820,22500,T T Q J 5,1P,Pair of Tens,3328997
4311,384,3048,5940,0,T T Q J 4,1P,Pair of Tens,2377855
4312,384,1524,0,0,T T Q J 3,1P,Pair of Tens,1426713
4313,384,0,0,0,T T Q J 2,1P,Pair of Tens,951142
4314,384,9144,83160,360000,T T Q 9 8,1P,Pair of Tens,5296877
4315,384,7620,59400,225000,T T Q 9 7,1P,Pair of Tens,4050553
4316,384,6096,35640,90000,T T Q 9 6,1P,Pair of Tens,3427391
4317,384,4572,17820,22500,T T Q 9 5,1P,Pair of Tens,2181067
4318,384,3048,5940,0,T T Q 9 4,1P,Pair of Tens,1557905
4319,384,1524,0,0,T T Q 9 3,1P,Pair of Tens,934743
4320,384,0,0,0,T T Q 9 2,1P,Pair of Tens,623162
4321,384,7620,59400,202500,T T Q 8 7,1P,Pair of Tens,3624179
4322,384,6096,35640,90000,T T Q 8 6,1P,Pair of Tens,3066613
4323,384,4572,17820,22500,T T Q 8 5,1P,Pair of Tens,1951481
4324,384,3048,5940,0,T T Q 8 4,1P,Pair of Tens,1393915
4325,384,1524,0,0,T T Q 8 3,1P,Pair of Tens,836349
4326,384,0,0,0,T T Q 8 2,1P,Pair of Tens,557566
4327,384,6096,35640,67500,T T Q 7 6,1P,Pair of Tens,2345057
4328,384,4572,17820,22500,T T Q 7 5,1P,Pair of Tens,1492309
4329,384,3048,5940,0,T T Q 7 4,1P,Pair of Tens,1065935
4330,384,1524,0,0,T T Q 7 3,1P,Pair of Tens,639561
4331,384,0,0,0,T T Q 7 2,1P,Pair of Tens,426374
4332,384,4572,17820,0,T T Q 6 5,1P,Pair of Tens,1262723
4333,384,3048,5940,0,T T Q 6 4,1P,Pair of Tens,901945
4334,384,1524,0,0,T T Q 6 3,1P,Pair of Tens,541167
4335,384,0,0,0,T T Q 6 2,1P,Pair of Tens,360778
4336,384,3048,5940,0,T T Q 5 4,1P,Pair of Tens,573965
4337,384,1524,0,0,T T Q 5 3,1P,Pair of Tens,344379
4338,384,0,0,0,T T Q 5 2,1P,Pair of Tens,229586
4339,384,1524,0,0,T T Q 4 3,1P,Pair of Tens,245985
4340,384,0,0,0,T T Q 4 2,1P,Pair of Tens,163990
4341,384,0,0,0,T T Q 3 2,1P,Pair of Tens,98394
4342,384,7620,59400,225000,T T J 9 8,1P,Pair of Tens,4955143
4343,384,7620,59400,225000,T T J 9 7,1P,Pair of Tens,3789227
4344,384,6096,35640,90000,T T J 9 6,1P,Pair of Tens,3206269
4345,384,4572,17820,22500,T T J 9 5,1P,Pair of Tens,2040353
4346,384,3048,5940,0,T T J 9 4,1P,Pair of Tens,1457395
4347,384,1524,0,0,T T J 9 3,1P,Pair of Tens,874437
4348,384,0,0,0,T T J 9 2,1P,Pair of Tens,582958
4349,384,7620,59400,202500,T T J 8 7,1P,Pair of Tens,3390361
4350,384,6096,35640,90000,T T J 8 6,1P,Pair of Tens,2868767
4351,384,4572,17820,22500,T T J 8 5,1P,Pair of Tens,1825579
4352,384,3048,5940,0,T T J 8 4,1P,Pair of Tens,1303985
4353,384,1524,0,0,T T J 8 3,1P,Pair of Tens,782391
4354,384,0,0,0,T T J 8 2,1P,Pair of Tens,521594
4355,384,6096,35640,67500,T T J 7 6,1P,Pair of Tens,2193763
4356,384,4572,17820,22500,T T J 7 5,1P,Pair of Tens,1396031
4357,384,3048,5940,0,T T J 7 4,1P,Pair of Tens,997165
4358,384,1524,0,0,T T J 7 3,1P,Pair of Tens,598299
4359,384,0,0,0,T T J 7 2,1P,Pair of Tens,398866
4360,384,4572,17820,0,T T J 6 5,1P,Pair of Tens,1181257
4361,384,3048,5940,0,T T J 6 4,1P,Pair of Tens,843755
4362,384,1524,0,0,T T J 6 3,1P,Pair of Tens,506253
4363,384,0,0,0,T T J 6 2,1P,Pair of Tens,337502
4364,384,3048,5940,0,T T J 5 4,1P,Pair of Tens,536935
4365,384,1524,0,0,T T J 5 3,1P,Pair of Tens,322161
4366,384,0,0,0,T T J 5 2,1P,Pair of Tens,214774
4367,384,1524,0,0,T T J 4 3,1P,Pair of Tens,230115
4368,384,0,0,0,T T J 4 2,1P,Pair of Tens,153410
4369,384,0,0,0,T T J 3 2,1P,Pair of Tens,92046
4370,384,6096,35640,90000,T T 9 8 7,1P,Pair of Tens,2221271
4371,384,6096,35640,90000,T T 9 8 6,1P,Pair of Tens,1879537
4372,384,4572,17820,22500,T T 9 8 5,1P,Pair of Tens,1196069
4373,384,3048,5940,0,T T 9 8 4,1P,Pair of Tens,854335
4374,384,1524,0,0,T T 9 8 3,1P,Pair of Tens,512601
4375,384,0,0,0,T T 9 8 2,1P,Pair of Tens,341734
4376,384,6096,35640,67500,T T 9 7 6,1P,Pair of Tens,1437293
4377,384,4572,17820,22500,T T 9 7 5,1P,Pair of Tens,914641
4378,384,3048,5940,0,T T 9 7 4,1P,Pair of Tens,653315
4379,384,1524,0,0,T T 9 7 3,1P,Pair of Tens,391989
4380,384,0,0,0,T T 9 7 2,1P,Pair of Tens,261326
4381,384,4572,17820,0,T T 9 6 5,1P,Pair of Tens,773927
4382,384,3048,5940,0,T T 9 6 4,1P,Pair of Tens,552805
4383,384,1524,0,0,T T 9 6 3,1P,Pair of Tens,331683
4384,384,0,0,0,T T 9 6 2,1P,Pair of Tens,221122
4385,384,3048,5940,0,T T 9 5 4,1P,Pair of Tens,351785
4386,384,1524,0,0,T T 9 5 3,1P,Pair of Tens,211071
4387,384,0,0,0,T T 9 5 2,1P,Pair of Tens,140714
4388,384,1524,0,0,T T 9 4 3,1P,Pair of Tens,150765
4389,384,0,0,0,T T 9 4 2,1P,Pair of Tens,100510
4390,384,0,0,0,T T 9 3 2,1P,Pair of Tens,60306
4391,384,6096,29700,45000,T T 8 7 6,1P,Pair of Tens,1285999
4392,384,4572,17820,22500,T T 8 7 5,1P,Pair of Tens,818363
4393,384,3048,5940,0,T T 8 7 4,1P,Pair of Tens,584545
4394,384,1524,0,0,T T 8 7 3,1P,Pair of Tens,350727
4395,384,0,0,0,T T 8 7 2,1P,Pair of Tens,233818
4396,384,4572,17820,0,T T 8 6 5,1P,Pair of Tens,692461
4397,384,3048,5940,0,T T 8 6 4,1P,Pair of Tens,494615
4398,384,1524,0,0,T T 8 6 3,1P,Pair of Tens,296769
4399,384,0,0,0,T T 8 6 2,1P,Pair of Tens,197846
4400,384,3048,5940,0,T T 8 5 4,1P,Pair of Tens,314755
4401,384,1524,0,0,T T 8 5 3,1P,Pair of Tens,188853
4402,384,0,0,0,T T 8 5 2,1P,Pair of Tens,125902
4403,384,1524,0,0,T T 8 4 3,1P,Pair of Tens,134895
4404,384,0,0,0,T T 8 4 2,1P,Pair of Tens,89930
4405,384,0,0,0,T T 8 3 2,1P,Pair of Tens,53958
4406,384,4572,11880,0,T T 7 6 5,1P,Pair of Tens,529529
4407,384,3048,5940,0,T T 7 6 4,1P,Pair of Tens,378235
4408,384,1524,0,0,T T 7 6 3,1P,Pair of Tens,226941
4409,384,0,0,0,T T 7 6 2,1P,Pair of Tens,151294
4410,384,3048,5940,0,T T 7 5 4,1P,Pair of Tens,240695
4411,384,1524,0,0,T T 7 5 3,1P,Pair of Tens,144417
4412,384,0,0,0,T T 7 5 2,1P,Pair of Tens,96278
4413,384,1524,0,0,T T 7 4 3,1P,Pair of Tens,103155
4414,384,0,0,0,T T 7 4 2,1P,Pair of Tens,68770
4415,384,0,0,0,T T 7 3 2,1P,Pair of Tens,41262
4416,384,3048,0,0,T T 6 5 4,1P,Pair of Tens,203665
4417,384,1524,0,0,T T 6 5 3,1P,Pair of Tens,122199
4418,384,0,0,0,T T 6 5 2,1P,Pair of Tens,81466
4419,384,1524,0,0,T T 6 4 3,1P,Pair of Tens,87285
4420,384,0,0,0,T T 6 4 2,1P,Pair of Tens,58190
4421,384,0,0,0,T T 6 3 2,1P,Pair of Tens,34914
4422,384,1524,0,0,T T 5 4 3,1P,Pair of Tens,55545
4423,384,0,0,0,T T 5 4 2,1P,Pair of Tens,37030
4424,384,0,0,0,T T 5 3 2,1P,Pair of Tens,22218
4425,384,0,0,0,T T 4 3 2,1P,Pair of Tens,15870
4426,384,13716,207900,1732500,9 9 A K Q,1P,Pair of Nines,16976747
4427,384,12192,166320,1237500,9 9 A K J,1P,Pair of Nines,15881473
4428,384,10668,124740,765000,9 9 A K T,1P,Pair of Nines,12595651
4429,384,9144,89100,427500,9 9 A K 8,1P,Pair of Nines,9309829
4430,384,7620,59400,225000,9 9 A K 7,1P,Pair of Nines,7119281
4431,384,6096,35640,90000,9 9 A K 6,1P,Pair of Nines,6024007
4432,384,4572,17820,0,9 9 A K 5,1P,Pair of Nines,3833459
4433,384,3048,5940,0,9 9 A K 4,1P,Pair of Nines,2738185
4434,384,1524,0,0,9 9 A K 3,1P,Pair of Nines,1642911
4435,384,0,0,0,9 9 A K 2,1P,Pair of Nines,1095274
4436,384,12192,160380,1125000,9 9 A Q J,1P,Pair of Nines,13306099
4437,384,10668,124740,765000,9 9 A Q T,1P,Pair of Nines,10553113
4438,384,9144,89100,427500,9 9 A Q 8,1P,Pair of Nines,7800127
4439,384,7620,59400,225000,9 9 A Q 7,1P,Pair of Nines,5964803
4440,384,6096,35640,90000,9 9 A Q 6,1P,Pair of Nines,5047141
4441,384,4572,17820,0,9 9 A Q 5,1P,Pair of Nines,3211817
4442,384,3048,5940,0,9 9 A Q 4,1P,Pair of Nines,2294155
4443,384,1524,0,0,9 9 A Q 3,1P,Pair of Nines,1376493
4444,384,0,0,0,9 9 A Q 2,1P,Pair of Nines,917662
4445,384,10668,118800,675000,9 9 A J T,1P,Pair of Nines,9872267
4446,384,9144,89100,427500,9 9 A J 8,1P,Pair of Nines,7296893
4447,384,7620,59400,225000,9 9 A J 7,1P,Pair of Nines,5579977
4448,384,6096,35640,90000,9 9 A J 6,1P,Pair of Nines,4721519
4449,384,4572,17820,0,9 9 A J 5,1P,Pair of Nines,3004603
4450,384,3048,5940,0,9 9 A J 4,1P,Pair of Nines,2146145
4451,384,1524,0,0,9 9 A J 3,1P,Pair of Nines,1287687
4452,384,0,0,0,9 9 A J 2,1P,Pair of Nines,858458
4453,384,9144,83160,360000,9 9 A T 8,1P,Pair of Nines,5787191
4454,384,7620,59400,225000,9 9 A T 7,1P,Pair of Nines,4425499
4455,384,6096,35640,90000,9 9 A T 6,1P,Pair of Nines,3744653
4456,384,4572,17820,0,9 9 A T 5,1P,Pair of Nines,2382961
4457,384,3048,5940,0,9 9 A T 4,1P,Pair of Nines,1702115
4458,384,1524,0,0,9 9 A T 3,1P,Pair of Nines,1021269
4459,384,0,0,0,9 9 A T 2,1P,Pair of Nines,680846
4460,384,7620,53460,157500,9 9 A 8 7,1P,Pair of Nines,3271021
4461,384,6096,35640,90000,9 9 A 8 6,1P,Pair of Nines,2767787
4462,384,4572,17820,0,9 9 A 8 5,1P,Pair of Nines,1761319
4463,384,3048,5940,0,9 9 A 8 4,1P,Pair of Nines,1258085
4464,384,1524,0,0,9 9 A 8 3,1P,Pair of Nines,754851
4465,384,0,0,0,9 9 A 8 2,1P,Pair of Nines,503234
4466,384,6096,35640,67500,9 9 A 7 6,1P,Pair of Nines,2116543
4467,384,4572,17820,0,9 9 A 7 5,1P,Pair of Nines,1346891
4468,384,3048,5940,0,9 9 A 7 4,1P,Pair of Nines,962065
4469,384,1524,0,0,9 9 A 7 3,1P,Pair of Nines,577239
4470,384,0,0,0,9 9 A 7 2,1P,Pair of Nines,384826
4471,384,4572,17820,0,9 9 A 6 5,1P,Pair of Nines,1139677
4472,384,3048,5940,0,9 9 A 6 4,1P,Pair of Nines,814055
4473,384,1524,0,0,9 9 A 6 3,1P,Pair of Nines,488433
4474,384,0,0,0,9 9 A 6 2,1P,Pair of Nines,325622
4475,384,3048,0,0,9 9 A 5 4,1P,Pair of Nines,518035
4476,384,1524,0,0,9 9 A 5 3,1P,Pair of Nines,310821
4477,384,0,0,0,9 9 A 5 2,1P,Pair of Nines,207214
4478,384,1524,0,0,9 9 A 4 3,1P,Pair of Nines,222015
4479,384,0,0,0,9 9 A 4 2,1P,Pair of Nines,148010
4480,384,0,0,0,9 9 A 3 2,1P,Pair of Nines,88806
4481,384,10668,124740,787500,9 9 K Q J,1P,Pair of Nines,12007943
4482,384,10668,124740,765000,9 9 K Q T,1P,Pair of Nines,9523541
4483,384,9144,89100,427500,9 9 K Q 8,1P,Pair of Nines,7039139
4484,384,7620,59400,225000,9 9 K Q 7,1P,Pair of Nines,5382871
4485,384,6096,35640,90000,9 9 K Q 6,1P,Pair of Nines,4554737
4486,384,4572,17820,22500,9 9 K Q 5,1P,Pair of Nines,2898469
4487,384,3048,5940,0,9 9 K Q 4,1P,Pair of Nines,2070335
4488,384,1524,0,0,9 9 K Q 3,1P,Pair of Nines,1242201
4489,384,0,0,0,9 9 K Q 2,1P,Pair of Nines,828134
4490,384,10668,118800,675000,9 9 K J T,1P,Pair of Nines,8909119
4491,384,9144,89100,427500,9 9 K J 8,1P,Pair of Nines,6585001
4492,384,7620,59400,225000,9 9 K J 7,1P,Pair of Nines,5035589
4493,384,6096,35640,90000,9 9 K J 6,1P,Pair of Nines,4260883
4494,384,4572,17820,22500,9 9 K J 5,1P,Pair of Nines,2711471
4495,384,3048,5940,0,9 9 K J 4,1P,Pair of Nines,1936765
4496,384,1524,0,0,9 9 K J 3,1P,Pair of Nines,1162059
4497,384,0,0,0,9 9 K J 2,1P,Pair of Nines,774706
4498,384,9144,83160,360000,9 9 K T 8,1P,Pair of Nines,5222587
4499,384,7620,59400,225000,9 9 K T 7,1P,Pair of Nines,3993743
4500,384,6096,35640,90000,9 9 K T 6,1P,Pair of Nines,3379321
4501,384,4572,17820,22500,9 9 K T 5,1P,Pair of Nines,2150477
4502,384,3048,5940,0,9 9 K T 4,1P,Pair of Nines,1536055
4503,384,1524,0,0,9 9 K T 3,1P,Pair of Nines,921633
4504,384,0,0,0,9 9 K T 2,1P,Pair of Nines,614422
4505,384,7620,53460,157500,9 9 K 8 7,1P,Pair of Nines,2951897
4506,384,6096,35640,90000,9 9 K 8 6,1P,Pair of Nines,2497759
4507,384,4572,17820,22500,9 9 K 8 5,1P,Pair of Nines,1589483
4508,384,3048,5940,0,9 9 K 8 4,1P,Pair of Nines,1135345
4509,384,1524,0,0,9 9 K 8 3,1P,Pair of Nines,681207
4510,384,0,0,0,9 9 K 8 2,1P,Pair of Nines,454138
4511,384,6096,35640,67500,9 9 K 7 6,1P,Pair of Nines,1910051
4512,384,4572,17820,22500,9 9 K 7 5,1P,Pair of Nines,1215487
4513,384,3048,5940,0,9 9 K 7 4,1P,Pair of Nines,868205
4514,384,1524,0,0,9 9 K 7 3,1P,Pair of Nines,520923
4515,384,0,0,0,9 9 K 7 2,1P,Pair of Nines,347282
4516,384,4572,17820,0,9 9 K 6 5,1P,Pair of Nines,1028489
4517,384,3048,5940,0,9 9 K 6 4,1P,Pair of Nines,734635
4518,384,1524,0,0,9 9 K 6 3,1P,Pair of Nines,440781
4519,384,0,0,0,9 9 K 6 2,1P,Pair of Nines,293854
4520,384,3048,5940,0,9 9 K 5 4,1P,Pair of Nines,467495
4521,384,1524,0,0,9 9 K 5 3,1P,Pair of Nines,280497
4522,384,0,0,0,9 9 K 5 2,1P,Pair of Nines,186998
4523,384,1524,0,0,9 9 K 4 3,1P,Pair of Nines,200355
4524,384,0,0,0,9 9 K 4 2,1P,Pair of Nines,133570
4525,384,0,0,0,9 9 K 3 2,1P,Pair of Nines,80142
4526,384,9144,89100,450000,9 9 Q J T,1P,Pair of Nines,7464397
4527,384,9144,89100,427500,9 9 Q J 8,1P,Pair of Nines,5517163
4528,384,7620,59400,225000,9 9 Q J 7,1P,Pair of Nines,4219007
4529,384,6096,35640,90000,9 9 Q J 6,1P,Pair of Nines,3569929
4530,384,4572,17820,22500,9 9 Q J 5,1P,Pair of Nines,2271773
4531,384,3048,5940,0,9 9 Q J 4,1P,Pair of Nines,1622695
4532,384,1524,0,0,9 9 Q J 3,1P,Pair of Nines,973617
4533,384,0,0,0,9 9 Q J 2,1P,Pair of Nines,649078
4534,384,9144,83160,360000,9 9 Q T 8,1P,Pair of Nines,4375681
4535,384,7620,59400,225000,9 9 Q T 7,1P,Pair of Nines,3346109
4536,384,6096,35640,90000,9 9 Q T 6,1P,Pair of Nines,2831323
4537,384,4572,17820,22500,9 9 Q T 5,1P,Pair of Nines,1801751
4538,384,3048,5940,0,9 9 Q T 4,1P,Pair of Nines,1286965
4539,384,1524,0,0,9 9 Q T 3,1P,Pair of Nines,772179
4540,384,0,0,0,9 9 Q T 2,1P,Pair of Nines,514786
4541,384,7620,53460,157500,9 9 Q 8 7,1P,Pair of Nines,2473211
4542,384,6096,35640,90000,9 9 Q 8 6,1P,Pair of Nines,2092717
4543,384,4572,17820,22500,9 9 Q 8 5,1P,Pair of Nines,1331729
4544,384,3048,5940,0,9 9 Q 8 4,1P,Pair of Nines,951235
4545,384,1524,0,0,9 9 Q 8 3,1P,Pair of Nines,570741
4546,384,0,0,0,9 9 Q 8 2,1P,Pair of Nines,380494
4547,384,6096,35640,67500,9 9 Q 7 6,1P,Pair of Nines,1600313
4548,384,4572,17820,22500,9 9 Q 7 5,1P,Pair of Nines,1018381
4549,384,3048,5940,0,9 9 Q 7 4,1P,Pair of Nines,727415
4550,384,1524,0,0,9 9 Q 7 3,1P,Pair of Nines,436449
4551,384,0,0,0,9 9 Q 7 2,1P,Pair of Nines,290966
4552,384,4572,17820,0,9 9 Q 6 5,1P,Pair of Nines,861707
4553,384,3048,5940,0,9 9 Q 6 4,1P,Pair of Nines,615505
4554,384,1524,0,0,9 9 Q 6 3,1P,Pair of Nines,369303
4555,384,0,0,0,9 9 Q 6 2,1P,Pair of Nines,246202
4556,384,3048,5940,0,9 9 Q 5 4,1P,Pair of Nines,391685
4557,384,1524,0,0,9 9 Q 5 3,1P,Pair of Nines,235011
4558,384,0,0,0,9 9 Q 5 2,1P,Pair of Nines,156674
4559,384,1524,0,0,9 9 Q 4 3,1P,Pair of Nines,167865
4560,384,0,0,0,9 9 Q 4 2,1P,Pair of Nines,111910
4561,384,0,0,0,9 9 Q 3 2,1P,Pair of Nines,67146
4562,384,7620,59400,225000,9 9 J T 8,1P,Pair of Nines,4093379
4563,384,7620,59400,225000,9 9 J T 7,1P,Pair of Nines,3130231
4564,384,6096,35640,90000,9 9 J T 6,1P,Pair of Nines,2648657
4565,384,4572,17820,22500,9 9 J T 5,1P,Pair of Nines,1685509
4566,384,3048,5940,0,9 9 J T 4,1P,Pair of Nines,1203935
4567,384,1524,0,0,9 9 J T 3,1P,Pair of Nines,722361
4568,384,0,0,0,9 9 J T 2,1P,Pair of Nines,481574
4569,384,7620,53460,157500,9 9 J 8 7,1P,Pair of Nines,2313649
4570,384,6096,35640,90000,9 9 J 8 6,1P,Pair of Nines,1957703
4571,384,4572,17820,22500,9 9 J 8 5,1P,Pair of Nines,1245811
4572,384,3048,5940,0,9 9 J 8 4,1P,Pair of Nines,889865
4573,384,1524,0,0,9 9 J 8 3,1P,Pair of Nines,533919
4574,384,0,0,0,9 9 J 8 2,1P,Pair of Nines,355946
4575,384,6096,35640,67500,9 9 J 7 6,1P,Pair of Nines,1497067
4576,384,4572,17820,22500,9 9 J 7 5,1P,Pair of Nines,952679
4577,384,3048,5940,0,9 9 J 7 4,1P,Pair of Nines,680485
4578,384,1524,0,0,9 9 J 7 3,1P,Pair of Nines,408291
4579,384,0,0,0,9 9 J 7 2,1P,Pair of Nines,272194
4580,384,4572,17820,0,9 9 J 6 5,1P,Pair of Nines,806113
4581,384,3048,5940,0,9 9 J 6 4,1P,Pair of Nines,575795
4582,384,1524,0,0,9 9 J 6 3,1P,Pair of Nines,345477
4583,384,0,0,0,9 9 J 6 2,1P,Pair of Nines,230318
4584,384,3048,5940,0,9 9 J 5 4,1P,Pair of Nines,366415
4585,384,1524,0,0,9 9 J 5 3,1P,Pair of Nines,219849
4586,384,0,0,0,9 9 J 5 2,1P,Pair of Nines,146566
4587,384,1524,0,0,9 9 J 4 3,1P,Pair of Nines,157035
4588,384,0,0,0,9 9 J 4 2,1P,Pair of Nines,104690
4589,384,0,0,0,9 9 J 3 2,1P,Pair of Nines,62814
4590,384,6096,35640,90000,9 9 T 8 7,1P,Pair of Nines,1834963
4591,384,6096,35640,90000,9 9 T 8 6,1P,Pair of Nines,1552661
4592,384,4572,17820,22500,9 9 T 8 5,1P,Pair of Nines,988057
4593,384,3048,5940,0,9 9 T 8 4,1P,Pair of Nines,705755
4594,384,1524,0,0,9 9 T 8 3,1P,Pair of Nines,423453
4595,384,0,0,0,9 9 T 8 2,1P,Pair of Nines,282302
4596,384,6096,35640,67500,9 9 T 7 6,1P,Pair of Nines,1187329
4597,384,4572,17820,22500,9 9 T 7 5,1P,Pair of Nines,755573
4598,384,3048,5940,0,9 9 T 7 4,1P,Pair of Nines,539695
4599,384,1524,0,0,9 9 T 7 3,1P,Pair of Nines,323817
4600,384,0,0,0,9 9 T 7 2,1P,Pair of Nines,215878
4601,384,4572,17820,0,9 9 T 6 5,1P,Pair of Nines,639331
4602,384,3048,5940,0,9 9 T 6 4,1P,Pair of Nines,456665
4603,384,1524,0,0,9 9 T 6 3,1P,Pair of Nines,273999
4604,384,0,0,0,9 9 T 6 2,1P,Pair of Nines,182666
4605,384,3048,5940,0,9 9 T 5 4,1P,Pair of Nines,290605
4606,384,1524,0,0,9 9 T 5 3,1P,Pair of Nines,174363
4607,384,0,0,0,9 9 T 5 2,1P,Pair of Nines,116242
4608,384,1524,0,0,9 9 T 4 3,1P,Pair of Nines,124545
4609,384,0,0,0,9 9 T 4 2,1P,Pair of Nines,83030
4610,384,0,0,0,9 9 T 3 2,1P,Pair of Nines,49818
4611,384,4572,17820,22500,9 9 8 7 6,1P,Pair of Nines,877591
4612,384,4572,17820,22500,9 9 8 7 5,1P,Pair of Nines,558467
4613,384,3048,5940,0,9 9 8 7 4,1P,Pair of Nines,398905
4614,384,1524,0,0,9 9 8 7 3,1P,Pair of Nines,239343
4615,384,0,0,0,9 9 8 7 2,1P,Pair of Nines,159562
4616,384,4572,17820,0,9 9 8 6 5,1P,Pair of Nines,472549
4617,384,3048,5940,0,9 9 8 6 4,1P,Pair of Nines,337535
4618,384,1524,0,0,9 9 8 6 3,1P,Pair of Nines,202521
4619,384,0,0,0,9 9 8 6 2,1P,Pair of Nines,135014
4620,384,3048,5940,0,9 9 8 5 4,1P,Pair of Nines,214795
4621,384,1524,0,0,9 9 8 5 3,1P,Pair of Nines,128877
4622,384,0,0,0,9 9 8 5 2,1P,Pair of Nines,85918
4623,384,1524,0,0,9 9 8 4 3,1P,Pair of Nines,92055
4624,384,0,0,0,9 9 8 4 2,1P,Pair of Nines,61370
4625,384,0,0,0,9 9 8 3 2,1P,Pair of Nines,36822
4626,384,4572,11880,0,9 9 7 6 5,1P,Pair of Nines,361361
4627,384,3048,5940,0,9 9 7 6 4,1P,Pair of Nines,258115
4628,384,1524,0,0,9 9 7 6 3,1P,Pair of Nines,154869
4629,384,0,0,0,9 9 7 6 2,1P,Pair of Nines,103246
4630,384,3048,5940,0,9 9 7 5 4,1P,Pair of Nines,164255
4631,384,1524,0,0,9 9 7 5 3,1P,Pair of Nines,98553
4632,384,0,0,0,9 9 7 5 2,1P,Pair of Nines,65702
4633,384,1524,0,0,9 9 7 4 3,1P,Pair of Nines,70395
4634,384,0,0,0,9 9 7 4 2,1P,Pair of Nines,46930
4635,384,0,0,0,9 9 7 3 2,1P,Pair of Nines,28158
4636,384,3048,0,0,9 9 6 5 4,1P,Pair of Nines,138985
4637,384,1524,0,0,9 9 6 5 3,1P,Pair of Nines,83391
4638,384,0,0,0,9 9 6 5 2,1P,Pair of Nines,55594
4639,384,1524,0,0,9 9 6 4 3,1P,Pair of Nines,59565
4640,384,0,0,0,9 9 6 4 2,1P,Pair of Nines,39710
4641,384,0,0,0,9 9 6 3 2,1P,Pair of Nines,23826
4642,384,1524,0,0,9 9 5 4 3,1P,Pair of Nines,37905
4643,384,0,0,0,9 9 5 4 2,1P,Pair of Nines,25270
4644,384,0,0,0,9 9 5 3 2,1P,Pair of Nines,15162
4645,384,0,0,0,9 9 4 3 2,1P,Pair of Nines,10830
4646,384,13716,207900,1732500,8 8 A K Q,1P,Pair of Eights,13590803
4647,384,12192,166320,1237500,8 8 A K J,1P,Pair of Eights,12713977
4648,384,10668,124740,765000,8 8 A K T,1P,Pair of Eights,10083499
4649,384,9144,89100,427500,8 8 A K 9,1P,Pair of Eights,8329847
4650,384,7620,59400,202500,8 8 A K 7,1P,Pair of Eights,5699369
4651,384,6096,35640,90000,8 8 A K 6,1P,Pair of Eights,4822543
4652,384,4572,17820,0,8 8 A K 5,1P,Pair of Eights,3068891
4653,384,3048,5940,0,8 8 A K 4,1P,Pair of Eights,2192065
4654,384,1524,0,0,8 8 A K 3,1P,Pair of Eights,1315239
4655,384,0,0,0,8 8 A K 2,1P,Pair of Eights,876826
4656,384,12192,160380,1125000,8 8 A Q J,1P,Pair of Eights,10652251
4657,384,10668,124740,765000,8 8 A Q T,1P,Pair of Eights,8448337
4658,384,9144,89100,427500,8 8 A Q 9,1P,Pair of Eights,6979061
4659,384,7620,59400,202500,8 8 A Q 7,1P,Pair of Eights,4775147
4660,384,6096,35640,90000,8 8 A Q 6,1P,Pair of Eights,4040509
4661,384,4572,17820,0,8 8 A Q 5,1P,Pair of Eights,2571233
4662,384,3048,5940,0,8 8 A Q 4,1P,Pair of Eights,1836595
4663,384,1524,0,0,8 8 A Q 3,1P,Pair of Eights,1101957
4664,384,0,0,0,8 8 A Q 2,1P,Pair of Eights,734638
4665,384,10668,118800,675000,8 8 A J T,1P,Pair of Eights,7903283
4666,384,9144,89100,427500,8 8 A J 9,1P,Pair of Eights,6528799
4667,384,7620,59400,202500,8 8 A J 7,1P,Pair of Eights,4467073
4668,384,6096,35640,90000,8 8 A J 6,1P,Pair of Eights,3779831
4669,384,4572,17820,0,8 8 A J 5,1P,Pair of Eights,2405347
4670,384,3048,5940,0,8 8 A J 4,1P,Pair of Eights,1718105
4671,384,1524,0,0,8 8 A J 3,1P,Pair of Eights,1030863
4672,384,0,0,0,8 8 A J 2,1P,Pair of Eights,687242
4673,384,9144,83160,360000,8 8 A T 9,1P,Pair of Eights,5178013
4674,384,7620,59400,202500,8 8 A T 7,1P,Pair of Eights,3542851
4675,384,6096,35640,90000,8 8 A T 6,1P,Pair of Eights,2997797
4676,384,4572,17820,0,8 8 A T 5,1P,Pair of Eights,1907689
4677,384,3048,5940,0,8 8 A T 4,1P,Pair of Eights,1362635
4678,384,1524,0,0,8 8 A T 3,1P,Pair of Eights,817581
4679,384,0,0,0,8 8 A T 2,1P,Pair of Eights,545054
4680,384,7620,53460,157500,8 8 A 9 7,1P,Pair of Eights,2926703
4681,384,6096,35640,90000,8 8 A 9 6,1P,Pair of Eights,2476441
4682,384,4572,17820,0,8 8 A 9 5,1P,Pair of Eights,1575917
4683,384,3048,5940,0,8 8 A 9 4,1P,Pair of Eights,1125655
4684,384,1524,0,0,8 8 A 9 3,1P,Pair of Eights,675393
4685,384,0,0,0,8 8 A 9 2,1P,Pair of Eights,450262
4686,384,6096,29700,45000,8 8 A 7 6,1P,Pair of Eights,1694407
4687,384,4572,17820,0,8 8 A 7 5,1P,Pair of Eights,1078259
4688,384,3048,5940,0,8 8 A 7 4,1P,Pair of Eights,770185
4689,384,1524,0,0,8 8 A 7 3,1P,Pair of Eights,462111
4690,384,0,0,0,8 8 A 7 2,1P,Pair of Eights,308074
4691,384,4572,17820,0,8 8 A 6 5,1P,Pair of Eights,912373
