Rank,Equivalence,5_6_poker,5_7_poker,5_8_poker,hand,classification,Description,product
1322,4,156,2964,35816,Q 8 7 6 2,F,Queen-High Flush,301444
1323,4,164,3280,41900,Q 8 7 5 4,F,Queen-High Flush,479570
1324,4,160,3120,38780,Q 8 7 5 3,F,Queen-High Flush,287742
1325,4,156,2964,35816,Q 8 7 5 2,F,Queen-High Flush,191828
1326,4,160,3120,38780,Q 8 7 4 3,F,Queen-High Flush,205530
1327,4,156,2964,35816,Q 8 7 4 2,F,Queen-High Flush,137020
1328,4,156,2964,35816,Q 8 7 3 2,F,Queen-High Flush,82212
1329,4,164,3276,41744,Q 8 6 5 4,F,Queen-High Flush,405790
1330,4,160,3120,38780,Q 8 6 5 3,F,Queen-High Flush,243474
1331,4,156,2964,35816,Q 8 6 5 2,F,Queen-High Flush,162316
1332,4,160,3120,38780,Q 8 6 4 3,F,Queen-High Flush,173910
1333,4,156,2964,35816,Q 8 6 4 2,F,Queen-High Flush,115940
1334,4,156,2964,35816,Q 8 6 3 2,F,Queen-High Flush,69564
1335,4,160,3120,38780,Q 8 5 4 3,F,Queen-High Flush,110670
1336,4,156,2964,35816,Q 8 5 4 2,F,Queen-High Flush,73780
1337,4,156,2964,35816,Q 8 5 3 2,F,Queen-High Flush,44268
1338,4,156,2964,35816,Q 8 4 3 2,F,Queen-High Flush,31620
1339,4,160,3120,38780,Q 7 6 5 4,F,Queen-High Flush,310310
1340,4,160,3120,38780,Q 7 6 5 3,F,Queen-High Flush,186186
1341,4,156,2964,35816,Q 7 6 5 2,F,Queen-High Flush,124124
1342,4,160,3120,38780,Q 7 6 4 3,F,Queen-High Flush,132990
1343,4,156,2964,35816,Q 7 6 4 2,F,Queen-High Flush,88660
1344,4,156,2964,35816,Q 7 6 3 2,F,Queen-High Flush,53196
1345,4,160,3120,38780,Q 7 5 4 3,F,Queen-High Flush,84630
1346,4,156,2964,35816,Q 7 5 4 2,F,Queen-High Flush,56420
1347,4,156,2964,35816,Q 7 5 3 2,F,Queen-High Flush,33852
1348,4,156,2964,35816,Q 7 4 3 2,F,Queen-High Flush,24180
1349,4,156,2964,35816,Q 6 5 4 3,F,Queen-High Flush,71610
1350,4,156,2964,35816,Q 6 5 4 2,F,Queen-High Flush,47740
1351,4,156,2964,35816,Q 6 5 3 2,F,Queen-High Flush,28644
1352,4,156,2964,35816,Q 6 4 3 2,F,Queen-High Flush,20460
1353,4,156,2964,35816,Q 5 4 3 2,F,Queen-High Flush,13020
1354,4,172,3612,48624,J T 9 8 6,F,Jack-High Flush,4739702
1355,4,168,3444,45180,J T 9 8 5,F,Jack-High Flush,3016174
1356,4,164,3280,41900,J T 9 8 4,F,Jack-High Flush,2154410
1357,4,160,3120,38780,J T 9 8 3,F,Jack-High Flush,1292646
1358,4,156,2964,35816,J T 9 8 2,F,Jack-High Flush,861764
1359,4,172,3612,48620,J T 9 7 6,F,Jack-High Flush,3624478
1360,4,168,3444,45180,J T 9 7 5,F,Jack-High Flush,2306486
1361,4,164,3280,41900,J T 9 7 4,F,Jack-High Flush,1647490
1362,4,160,3120,38780,J T 9 7 3,F,Jack-High Flush,988494
1363,4,156,2964,35816,J T 9 7 2,F,Jack-High Flush,658996
1364,4,168,3444,45176,J T 9 6 5,F,Jack-High Flush,1951642
1365,4,164,3280,41900,J T 9 6 4,F,Jack-High Flush,1394030
1366,4,160,3120,38780,J T 9 6 3,F,Jack-High Flush,836418
1367,4,156,2964,35816,J T 9 6 2,F,Jack-High Flush,557612
1368,4,164,3280,41900,J T 9 5 4,F,Jack-High Flush,887110
1369,4,160,3120,38780,J T 9 5 3,F,Jack-High Flush,532266
1370,4,156,2964,35816,J T 9 5 2,F,Jack-High Flush,354844
1371,4,160,3120,38780,J T 9 4 3,F,Jack-High Flush,380190
1372,4,156,2964,35816,J T 9 4 2,F,Jack-High Flush,253460
1373,4,156,2964,35816,J T 9 3 2,F,Jack-High Flush,152076
1374,4,172,3608,48460,J T 8 7 6,F,Jack-High Flush,3242954
1375,4,168,3444,45180,J T 8 7 5,F,Jack-High Flush,2063698
1376,4,164,3280,41900,J T 8 7 4,F,Jack-High Flush,1474070
1377,4,160,3120,38780,J T 8 7 3,F,Jack-High Flush,884442
1378,4,156,2964,35816,J T 8 7 2,F,Jack-High Flush,589628
1379,4,168,3444,45176,J T 8 6 5,F,Jack-High Flush,1746206
1380,4,164,3280,41900,J T 8 6 4,F,Jack-High Flush,1247290
1381,4,160,3120,38780,J T 8 6 3,F,Jack-High Flush,748374
1382,4,156,2964,35816,J T 8 6 2,F,Jack-High Flush,498916
1383,4,164,3280,41900,J T 8 5 4,F,Jack-High Flush,793730
1384,4,160,3120,38780,J T 8 5 3,F,Jack-High Flush,476238
1385,4,156,2964,35816,J T 8 5 2,F,Jack-High Flush,317492
1386,4,160,3120,38780,J T 8 4 3,F,Jack-High Flush,340170
1387,4,156,2964,35816,J T 8 4 2,F,Jack-High Flush,226780
1388,4,156,2964,35816,J T 8 3 2,F,Jack-High Flush,136068
1389,4,168,3440,45020,J T 7 6 5,F,Jack-High Flush,1335334
1390,4,164,3280,41900,J T 7 6 4,F,Jack-High Flush,953810
1391,4,160,3120,38780,J T 7 6 3,F,Jack-High Flush,572286
1392,4,156,2964,35816,J T 7 6 2,F,Jack-High Flush,381524
1393,4,164,3280,41900,J T 7 5 4,F,Jack-High Flush,606970
1394,4,160,3120,38780,J T 7 5 3,F,Jack-High Flush,364182
1395,4,156,2964,35816,J T 7 5 2,F,Jack-High Flush,242788
1396,4,160,3120,38780,J T 7 4 3,F,Jack-High Flush,260130
1397,4,156,2964,35816,J T 7 4 2,F,Jack-High Flush,173420
1398,4,156,2964,35816,J T 7 3 2,F,Jack-High Flush,104052
1399,4,164,3276,41744,J T 6 5 4,F,Jack-High Flush,513590
1400,4,160,3120,38780,J T 6 5 3,F,Jack-High Flush,308154
1401,4,156,2964,35816,J T 6 5 2,F,Jack-High Flush,205436
1402,4,160,3120,38780,J T 6 4 3,F,Jack-High Flush,220110
1403,4,156,2964,35816,J T 6 4 2,F,Jack-High Flush,146740
1404,4,156,2964,35816,J T 6 3 2,F,Jack-High Flush,88044
1405,4,160,3120,38780,J T 5 4 3,F,Jack-High Flush,140070
1406,4,156,2964,35816,J T 5 4 2,F,Jack-High Flush,93380
1407,4,156,2964,35816,J T 5 3 2,F,Jack-High Flush,56028
1408,4,156,2964,35816,J T 4 3 2,F,Jack-High Flush,40020
1409,4,168,3444,45180,J 9 8 7 6,F,Jack-High Flush,2678962
1410,4,168,3444,45180,J 9 8 7 5,F,Jack-High Flush,1704794
1411,4,164,3280,41900,J 9 8 7 4,F,Jack-High Flush,1217710
1412,4,160,3120,38780,J 9 8 7 3,F,Jack-High Flush,730626
1413,4,156,2964,35816,J 9 8 7 2,F,Jack-High Flush,487084
1414,4,168,3444,45176,J 9 8 6 5,F,Jack-High Flush,1442518
1415,4,164,3280,41900,J 9 8 6 4,F,Jack-High Flush,1030370
1416,4,160,3120,38780,J 9 8 6 3,F,Jack-High Flush,618222
1417,4,156,2964,35816,J 9 8 6 2,F,Jack-High Flush,412148
1418,4,164,3280,41900,J 9 8 5 4,F,Jack-High Flush,655690
1419,4,160,3120,38780,J 9 8 5 3,F,Jack-High Flush,393414
1420,4,156,2964,35816,J 9 8 5 2,F,Jack-High Flush,262276
1421,4,160,3120,38780,J 9 8 4 3,F,Jack-High Flush,281010
1422,4,156,2964,35816,J 9 8 4 2,F,Jack-High Flush,187340
1423,4,156,2964,35816,J 9 8 3 2,F,Jack-High Flush,112404
1424,4,168,3440,45020,J 9 7 6 5,F,Jack-High Flush,1103102
1425,4,164,3280,41900,J 9 7 6 4,F,Jack-High Flush,787930
1426,4,160,3120,38780,J 9 7 6 3,F,Jack-High Flush,472758
1427,4,156,2964,35816,J 9 7 6 2,F,Jack-High Flush,315172
1428,4,164,3280,41900,J 9 7 5 4,F,Jack-High Flush,501410
1429,4,160,3120,38780,J 9 7 5 3,F,Jack-High Flush,300846
1430,4,156,2964,35816,J 9 7 5 2,F,Jack-High Flush,200564
1431,4,160,3120,38780,J 9 7 4 3,F,Jack-High Flush,214890
1432,4,156,2964,35816,J 9 7 4 2,F,Jack-High Flush,143260
1433,4,156,2964,35816,J 9 7 3 2,F,Jack-High Flush,85956
1434,4,164,3276,41744,J 9 6 5 4,F,Jack-High Flush,424270
1435,4,160,3120,38780,J 9 6 5 3,F,Jack-High Flush,254562
1436,4,156,2964,35816,J 9 6 5 2,F,Jack-High Flush,169708
1437,4,160,3120,38780,J 9 6 4 3,F,Jack-High Flush,181830
1438,4,156,2964,35816,J 9 6 4 2,F,Jack-High Flush,121220
1439,4,156,2964,35816,J 9 6 3 2,F,Jack-High Flush,72732
1440,4,160,3120,38780,J 9 5 4 3,F,Jack-High Flush,115710
1441,4,156,2964,35816,J 9 5 4 2,F,Jack-High Flush,77140
1442,4,156,2964,35816,J 9 5 3 2,F,Jack-High Flush,46284
1443,4,156,2964,35816,J 9 4 3 2,F,Jack-High Flush,33060
1444,4,164,3280,41900,J 8 7 6 5,F,Jack-High Flush,986986
1445,4,164,3280,41900,J 8 7 6 4,F,Jack-High Flush,704990
1446,4,160,3120,38780,J 8 7 6 3,F,Jack-High Flush,422994
1447,4,156,2964,35816,J 8 7 6 2,F,Jack-High Flush,281996
1448,4,164,3280,41900,J 8 7 5 4,F,Jack-High Flush,448630
1449,4,160,3120,38780,J 8 7 5 3,F,Jack-High Flush,269178
1450,4,156,2964,35816,J 8 7 5 2,F,Jack-High Flush,179452
1451,4,160,3120,38780,J 8 7 4 3,F,Jack-High Flush,192270
1452,4,156,2964,35816,J 8 7 4 2,F,Jack-High Flush,128180
1453,4,156,2964,35816,J 8 7 3 2,F,Jack-High Flush,76908
1454,4,164,3276,41744,J 8 6 5 4,F,Jack-High Flush,379610
1455,4,160,3120,38780,J 8 6 5 3,F,Jack-High Flush,227766
1456,4,156,2964,35816,J 8 6 5 2,F,Jack-High Flush,151844
1457,4,160,3120,38780,J 8 6 4 3,F,Jack-High Flush,162690
1458,4,156,2964,35816,J 8 6 4 2,F,Jack-High Flush,108460
1459,4,156,2964,35816,J 8 6 3 2,F,Jack-High Flush,65076
1460,4,160,3120,38780,J 8 5 4 3,F,Jack-High Flush,103530
1461,4,156,2964,35816,J 8 5 4 2,F,Jack-High Flush,69020
1462,4,156,2964,35816,J 8 5 3 2,F,Jack-High Flush,41412
1463,4,156,2964,35816,J 8 4 3 2,F,Jack-High Flush,29580
1464,4,160,3120,38780,J 7 6 5 4,F,Jack-High Flush,290290
1465,4,160,3120,38780,J 7 6 5 3,F,Jack-High Flush,174174
1466,4,156,2964,35816,J 7 6 5 2,F,Jack-High Flush,116116
1467,4,160,3120,38780,J 7 6 4 3,F,Jack-High Flush,124410
1468,4,156,2964,35816,J 7 6 4 2,F,Jack-High Flush,82940
1469,4,156,2964,35816,J 7 6 3 2,F,Jack-High Flush,49764
1470,4,160,3120,38780,J 7 5 4 3,F,Jack-High Flush,79170
1471,4,156,2964,35816,J 7 5 4 2,F,Jack-High Flush,52780
1472,4,156,2964,35816,J 7 5 3 2,F,Jack-High Flush,31668
1473,4,156,2964,35816,J 7 4 3 2,F,Jack-High Flush,22620
1474,4,156,2964,35816,J 6 5 4 3,F,Jack-High Flush,66990
1475,4,156,2964,35816,J 6 5 4 2,F,Jack-High Flush,44660
1476,4,156,2964,35816,J 6 5 3 2,F,Jack-High Flush,26796
1477,4,156,2964,35816,J 6 4 3 2,F,Jack-High Flush,19140
1478,4,156,2964,35816,J 5 4 3 2,F,Jack-High Flush,12180
1479,4,168,3444,45180,T 9 8 7 5,F,Ten-High Flush,1352078
1480,4,164,3280,41900,T 9 8 7 4,F,Ten-High Flush,965770
1481,4,160,3120,38780,T 9 8 7 3,F,Ten-High Flush,579462
1482,4,156,2964,35816,T 9 8 7 2,F,Ten-High Flush,386308
1483,4,168,3444,45176,T 9 8 6 5,F,Ten-High Flush,1144066
1484,4,164,3280,41900,T 9 8 6 4,F,Ten-High Flush,817190
1485,4,160,3120,38780,T 9 8 6 3,F,Ten-High Flush,490314
1486,4,156,2964,35816,T 9 8 6 2,F,Ten-High Flush,326876
1487,4,164,3280,41900,T 9 8 5 4,F,Ten-High Flush,520030
1488,4,160,3120,38780,T 9 8 5 3,F,Ten-High Flush,312018
1489,4,156,2964,35816,T 9 8 5 2,F,Ten-High Flush,208012
1490,4,160,3120,38780,T 9 8 4 3,F,Ten-High Flush,222870
1491,4,156,2964,35816,T 9 8 4 2,F,Ten-High Flush,148580
1492,4,156,2964,35816,T 9 8 3 2,F,Ten-High Flush,89148
1493,4,168,3440,45020,T 9 7 6 5,F,Ten-High Flush,874874
1494,4,164,3280,41900,T 9 7 6 4,F,Ten-High Flush,624910
1495,4,160,3120,38780,T 9 7 6 3,F,Ten-High Flush,374946
1496,4,156,2964,35816,T 9 7 6 2,F,Ten-High Flush,249964
1497,4,164,3280,41900,T 9 7 5 4,F,Ten-High Flush,397670
1498,4,160,3120,38780,T 9 7 5 3,F,Ten-High Flush,238602
1499,4,156,2964,35816,T 9 7 5 2,F,Ten-High Flush,159068
1500,4,160,3120,38780,T 9 7 4 3,F,Ten-High Flush,170430
1501,4,156,2964,35816,T 9 7 4 2,F,Ten-High Flush,113620
1502,4,156,2964,35816,T 9 7 3 2,F,Ten-High Flush,68172
1503,4,164,3276,41744,T 9 6 5 4,F,Ten-High Flush,336490
1504,4,160,3120,38780,T 9 6 5 3,F,Ten-High Flush,201894
1505,4,156,2964,35816,T 9 6 5 2,F,Ten-High Flush,134596
1506,4,160,3120,38780,T 9 6 4 3,F,Ten-High Flush,144210
1507,4,156,2964,35816,T 9 6 4 2,F,Ten-High Flush,96140
1508,4,156,2964,35816,T 9 6 3 2,F,Ten-High Flush,57684
1509,4,160,3120,38780,T 9 5 4 3,F,Ten-High Flush,91770
1510,4,156,2964,35816,T 9 5 4 2,F,Ten-High Flush,61180
1511,4,156,2964,35816,T 9 5 3 2,F,Ten-High Flush,36708
1512,4,156,2964,35816,T 9 4 3 2,F,Ten-High Flush,26220
1513,4,164,3280,41900,T 8 7 6 5,F,Ten-High Flush,782782
1514,4,164,3280,41900,T 8 7 6 4,F,Ten-High Flush,559130
1515,4,160,3120,38780,T 8 7 6 3,F,Ten-High Flush,335478
1516,4,156,2964,35816,T 8 7 6 2,F,Ten-High Flush,223652
1517,4,164,3280,41900,T 8 7 5 4,F,Ten-High Flush,355810
1518,4,160,3120,38780,T 8 7 5 3,F,Ten-High Flush,213486
1519,4,156,2964,35816,T 8 7 5 2,F,Ten-High Flush,142324
1520,4,160,3120,38780,T 8 7 4 3,F,Ten-High Flush,152490
1521,4,156,2964,35816,T 8 7 4 2,F,Ten-High Flush,101660
1522,4,156,2964,35816,T 8 7 3 2,F,Ten-High Flush,60996
1523,4,164,3276,41744,T 8 6 5 4,F,Ten-High Flush,301070
1524,4,160,3120,38780,T 8 6 5 3,F,Ten-High Flush,180642
1525,4,156,2964,35816,T 8 6 5 2,F,Ten-High Flush,120428
1526,4,160,3120,38780,T 8 6 4 3,F,Ten-High Flush,129030
1527,4,156,2964,35816,T 8 6 4 2,F,Ten-High Flush,86020
1528,4,156,2964,35816,T 8 6 3 2,F,Ten-High Flush,51612
1529,4,160,3120,38780,T 8 5 4 3,F,Ten-High Flush,82110
1530,4,156,2964,35816,T 8 5 4 2,F,Ten-High Flush,54740
1531,4,156,2964,35816,T 8 5 3 2,F,Ten-High Flush,32844
1532,4,156,2964,35816,T 8 4 3 2,F,Ten-High Flush,23460
1533,4,160,3120,38780,T 7 6 5 4,F,Ten-High Flush,230230
1534,4,160,3120,38780,T 7 6 5 3,F,Ten-High Flush,138138
1535,4,156,2964,35816,T 7 6 5 2,F,Ten-High Flush,92092
1536,4,160,3120,38780,T 7 6 4 3,F,Ten-High Flush,98670
1537,4,156,2964,35816,T 7 6 4 2,F,Ten-High Flush,65780
1538,4,156,2964,35816,T 7 6 3 2,F,Ten-High Flush,39468
1539,4,160,3120,38780,T 7 5 4 3,F,Ten-High Flush,62790
1540,4,156,2964,35816,T 7 5 4 2,F,Ten-High Flush,41860
1541,4,156,2964,35816,T 7 5 3 2,F,Ten-High Flush,25116
1542,4,156,2964,35816,T 7 4 3 2,F,Ten-High Flush,17940
1543,4,156,2964,35816,T 6 5 4 3,F,Ten-High Flush,53130
1544,4,156,2964,35816,T 6 5 4 2,F,Ten-High Flush,35420
1545,4,156,2964,35816,T 6 5 3 2,F,Ten-High Flush,21252
1546,4,156,2964,35816,T 6 4 3 2,F,Ten-High Flush,15180
1547,4,156,2964,35816,T 5 4 3 2,F,Ten-High Flush,9660
1548,4,164,3280,41900,9 8 7 6 4,F,Nine-High Flush,461890
1549,4,160,3120,38780,9 8 7 6 3,F,Nine-High Flush,277134
1550,4,156,2964,35816,9 8 7 6 2,F,Nine-High Flush,184756
1551,4,164,3280,41900,9 8 7 5 4,F,Nine-High Flush,293930
1552,4,160,3120,38780,9 8 7 5 3,F,Nine-High Flush,176358
1553,4,156,2964,35816,9 8 7 5 2,F,Nine-High Flush,117572
1554,4,160,3120,38780,9 8 7 4 3,F,Nine-High Flush,125970
1555,4,156,2964,35816,9 8 7 4 2,F,Nine-High Flush,83980
1556,4,156,2964,35816,9 8 7 3 2,F,Nine-High Flush,50388
1557,4,164,3276,41744,9 8 6 5 4,F,Nine-High Flush,248710
1558,4,160,3120,38780,9 8 6 5 3,F,Nine-High Flush,149226
1559,4,156,2964,35816,9 8 6 5 2,F,Nine-High Flush,99484
1560,4,160,3120,38780,9 8 6 4 3,F,Nine-High Flush,106590
1561,4,156,2964,35816,9 8 6 4 2,F,Nine-High Flush,71060
1562,4,156,2964,35816,9 8 6 3 2,F,Nine-High Flush,42636
1563,4,160,3120,38780,9 8 5 4 3,F,Nine-High Flush,67830
1564,4,156,2964,35816,9 8 5 4 2,F,Nine-High Flush,45220
1565,4,156,2964,35816,9 8 5 3 2,F,Nine-High Flush,27132
1566,4,156,2964,35816,9 8 4 3 2,F,Nine-High Flush,19380
1567,4,160,3120,38780,9 7 6 5 4,F,Nine-High Flush,190190
1568,4,160,3120,38780,9 7 6 5 3,F,Nine-High Flush,114114
1569,4,156,2964,35816,9 7 6 5 2,F,Nine-High Flush,76076
1570,4,160,3120,38780,9 7 6 4 3,F,Nine-High Flush,81510
1571,4,156,2964,35816,9 7 6 4 2,F,Nine-High Flush,54340
1572,4,156,2964,35816,9 7 6 3 2,F,Nine-High Flush,32604
1573,4,160,3120,38780,9 7 5 4 3,F,Nine-High Flush,51870
1574,4,156,2964,35816,9 7 5 4 2,F,Nine-High Flush,34580
1575,4,156,2964,35816,9 7 5 3 2,F,Nine-High Flush,20748
1576,4,156,2964,35816,9 7 4 3 2,F,Nine-High Flush,14820
1577,4,156,2964,35816,9 6 5 4 3,F,Nine-High Flush,43890
1578,4,156,2964,35816,9 6 5 4 2,F,Nine-High Flush,29260
1579,4,156,2964,35816,9 6 5 3 2,F,Nine-High Flush,17556
1580,4,156,2964,35816,9 6 4 3 2,F,Nine-High Flush,12540
1581,4,156,2964,35816,9 5 4 3 2,F,Nine-High Flush,7980
1582,4,160,3120,38780,8 7 6 5 3,F,Eight-High Flush,102102
1583,4,156,2964,35816,8 7 6 5 2,F,Eight-High Flush,68068
1584,4,160,3120,38780,8 7 6 4 3,F,Eight-High Flush,72930
1585,4,156,2964,35816,8 7 6 4 2,F,Eight-High Flush,48620
1586,4,156,2964,35816,8 7 6 3 2,F,Eight-High Flush,29172
1587,4,160,3120,38780,8 7 5 4 3,F,Eight-High Flush,46410
1588,4,156,2964,35816,8 7 5 4 2,F,Eight-High Flush,30940
1589,4,156,2964,35816,8 7 5 3 2,F,Eight-High Flush,18564
1590,4,156,2964,35816,8 7 4 3 2,F,Eight-High Flush,13260
1591,4,156,2964,35816,8 6 5 4 3,F,Eight-High Flush,39270
1592,4,156,2964,35816,8 6 5 4 2,F,Eight-High Flush,26180
1593,4,156,2964,35816,8 6 5 3 2,F,Eight-High Flush,15708
1594,4,156,2964,35816,8 6 4 3 2,F,Eight-High Flush,11220
1595,4,156,2964,35816,8 5 4 3 2,F,Eight-High Flush,7140
1596,4,156,2964,35816,7 6 5 4 2,F,Seven-High Flush,20020
1597,4,156,2964,35816,7 6 5 3 2,F,Seven-High Flush,12012
1598,4,156,2964,35816,7 6 4 3 2,F,Seven-High Flush,8580
1599,4,156,2964,35816,7 5 4 3 2,F,Seven-High Flush,5460
1600,1020,39780,747980,8941080,A K Q J T,S,Ace-High Straight,31367009
1601,1020,35760,603560,6459060,K Q J T 9,S,King-High Straight,14535931
1602,1020,35760,603560,6459060,Q J T 9 8,S,Queen-High Straight,6678671
1603,1020,35760,603560,6459060,J T 9 8 7,S,Jack-High Straight,2800733
1604,1020,35760,603560,6459060,T 9 8 7 6,S,Ten-High Straight,1062347
1605,1020,35760,603560,6459060,9 8 7 6 5,S,Nine-High Straight,323323
1606,1020,35760,603560,6459060,8 7 6 5 4,S,Eight-High Straight,85085
1607,1020,35760,603560,6459060,7 6 5 4 3,S,Seven-High Straight,15015
1608,1020,35760,603560,6459060,6 5 4 3 2,S,Six-High Straight,2310
1609,1020,35760,603560,6459060,5 4 3 2 A,S,Five-High Straight,8610
1610,64,2560,44528,436800,A A A K Q,3K,Three Aces,79052387
1611,64,2304,36432,327600,A A A K J,3K,Three Aces,73952233
1612,64,2048,28336,218400,A A A K T,3K,Three Aces,58651771
1613,64,1792,21252,136500,A A A K 9,3K,Three Aces,48451463
1614,64,1536,15180,78000,A A A K 8,3K,Three Aces,43351309
1615,64,1280,10120,39000,A A A K 7,3K,Three Aces,33151001
1616,64,1024,6072,15600,A A A K 6,3K,Three Aces,28050847
1617,64,768,3036,0,A A A K 5,3K,Three Aces,17850539
1618,64,512,1012,0,A A A K 4,3K,Three Aces,12750385
1619,64,256,0,0,A A A K 3,3K,Three Aces,7650231
1620,64,0,0,0,A A A K 2,3K,Three Aces,5100154
1621,64,2304,36432,323700,A A A Q J,3K,Three Aces,61959979
1622,64,2048,28336,218400,A A A Q T,3K,Three Aces,49140673
1623,64,1792,21252,136500,A A A Q 9,3K,Three Aces,40594469
1624,64,1536,15180,78000,A A A Q 8,3K,Three Aces,36321367
1625,64,1280,10120,39000,A A A Q 7,3K,Three Aces,27775163
1626,64,1024,6072,15600,A A A Q 6,3K,Three Aces,23502061
1627,64,768,3036,0,A A A Q 5,3K,Three Aces,14955857
1628,64,512,1012,0,A A A Q 4,3K,Three Aces,10682755
1629,64,256,0,0,A A A Q 3,3K,Three Aces,6409653
1630,64,0,0,0,A A A Q 2,3K,Three Aces,4273102
1631,64,2048,28336,214500,A A A J T,3K,Three Aces,45970307
1632,64,1792,21252,136500,A A A J 9,3K,Three Aces,37975471
1633,64,1536,15180,78000,A A A J 8,3K,Three Aces,33978053
1634,64,1280,10120,39000,A A A J 7,3K,Three Aces,25983217
1635,64,1024,6072,15600,A A A J 6,3K,Three Aces,21985799
1636,64,768,3036,0,A A A J 5,3K,Three Aces,13990963
1637,64,512,1012,0,A A A J 4,3K,Three Aces,9993545
1638,64,256,0,0,A A A J 3,3K,Three Aces,5996127
1639,64,0,0,0,A A A J 2,3K,Three Aces,3997418
1640,64,1792,21252,132600,A A A T 9,3K,Three Aces,30118477
1641,64,1536,15180,78000,A A A T 8,3K,Three Aces,26948111
1642,64,1280,10120,39000,A A A T 7,3K,Three Aces,20607379
1643,64,1024,6072,15600,A A A T 6,3K,Three Aces,17437013
1644,64,768,3036,0,A A A T 5,3K,Three Aces,11096281
1645,64,512,1012,0,A A A T 4,3K,Three Aces,7925915
1646,64,256,0,0,A A A T 3,3K,Three Aces,4755549
1647,64,0,0,0,A A A T 2,3K,Three Aces,3170366
1648,64,1536,15180,74100,A A A 9 8,3K,Three Aces,22261483
1649,64,1280,10120,39000,A A A 9 7,3K,Three Aces,17023487
1650,64,1024,6072,15600,A A A 9 6,3K,Three Aces,14404489
1651,64,768,3036,0,A A A 9 5,3K,Three Aces,9166493
1652,64,512,1012,0,A A A 9 4,3K,Three Aces,6547495
1653,64,256,0,0,A A A 9 3,3K,Three Aces,3928497
1654,64,0,0,0,A A A 9 2,3K,Three Aces,2618998
1655,64,1280,10120,35100,A A A 8 7,3K,Three Aces,15231541
1656,64,1024,6072,15600,A A A 8 6,3K,Three Aces,12888227
1657,64,768,3036,0,A A A 8 5,3K,Three Aces,8201599
1658,64,512,1012,0,A A A 8 4,3K,Three Aces,5858285
1659,64,256,0,0,A A A 8 3,3K,Three Aces,3514971
1660,64,0,0,0,A A A 8 2,3K,Three Aces,2343314
1661,64,1024,6072,11700,A A A 7 6,3K,Three Aces,9855703
1662,64,768,3036,0,A A A 7 5,3K,Three Aces,6271811
1663,64,512,1012,0,A A A 7 4,3K,Three Aces,4479865
1664,64,256,0,0,A A A 7 3,3K,Three Aces,2687919
1665,64,0,0,0,A A A 7 2,3K,Three Aces,1791946
1666,64,768,3036,0,A A A 6 5,3K,Three Aces,5306917
1667,64,512,1012,0,A A A 6 4,3K,Three Aces,3790655
1668,64,256,0,0,A A A 6 3,3K,Three Aces,2274393
1669,64,0,0,0,A A A 6 2,3K,Three Aces,1516262
1670,64,512,0,0,A A A 5 4,3K,Three Aces,2412235
1671,64,256,0,0,A A A 5 3,3K,Three Aces,1447341
1672,64,0,0,0,A A A 5 2,3K,Three Aces,964894
1673,64,256,0,0,A A A 4 3,3K,Three Aces,1033815
1674,64,0,0,0,A A A 4 2,3K,Three Aces,689210
1675,64,0,0,0,A A A 3 2,3K,Three Aces,413526
1676,64,2560,44528,436800,K K K A Q,3K,Three Kings,64379963
1677,64,2304,36432,327600,K K K A J,3K,Three Kings,60226417
1678,64,2048,28336,218400,K K K A T,3K,Three Kings,47765779
1679,64,1792,21252,136500,K K K A 9,3K,Three Kings,39458687
1680,64,1536,15180,78000,K K K A 8,3K,Three Kings,35305141
1681,64,1280,10120,39000,K K K A 7,3K,Three Kings,26998049
1682,64,1024,6072,15600,K K K A 6,3K,Three Kings,22844503
1683,64,768,3036,0,K K K A 5,3K,Three Kings,14537411
1684,64,512,1012,0,K K K A 4,3K,Three Kings,10383865
1685,64,256,0,0,K K K A 3,3K,Three Kings,6230319
1686,64,0,0,0,K K K A 2,3K,Three Kings,4153546
1687,64,2304,35420,300300,K K K Q J,3K,Three Kings,45537047
1688,64,2048,28336,218400,K K K Q T,3K,Three Kings,36115589
1689,64,1792,21252,136500,K K K Q 9,3K,Three Kings,29834617
1690,64,1536,15180,78000,K K K Q 8,3K,Three Kings,26694131
1691,64,1280,10120,39000,K K K Q 7,3K,Three Kings,20413159
1692,64,1024,6072,15600,K K K Q 6,3K,Three Kings,17272673
1693,64,768,3036,3900,K K K Q 5,3K,Three Kings,10991701
1694,64,512,1012,0,K K K Q 4,3K,Three Kings,7851215
1695,64,256,0,0,K K K Q 3,3K,Three Kings,4710729
1696,64,0,0,0,K K K Q 2,3K,Three Kings,3140486
1697,64,2048,28336,214500,K K K J T,3K,Three Kings,33785551
1698,64,1792,21252,136500,K K K J 9,3K,Three Kings,27909803
1699,64,1536,15180,78000,K K K J 8,3K,Three Kings,24971929
1700,64,1280,10120,39000,K K K J 7,3K,Three Kings,19096181
1701,64,1024,6072,15600,K K K J 6,3K,Three Kings,16158307
1702,64,768,3036,3900,K K K J 5,3K,Three Kings,10282559
1703,64,512,1012,0,K K K J 4,3K,Three Kings,7344685
1704,64,256,0,0,K K K J 3,3K,Three Kings,4406811
1705,64,0,0,0,K K K J 2,3K,Three Kings,2937874
1706,64,1792,21252,132600,K K K T 9,3K,Three Kings,22135361
1707,64,1536,15180,78000,K K K T 8,3K,Three Kings,19805323
1708,64,1280,10120,39000,K K K T 7,3K,Three Kings,15145247
